469750.00,2000.00,3191.00,3.00,1.50,1.24,1.00
155200.00,1978.00,1638.00,5.00,1.00,1.30,2.00
294500.00,2019.00,1324.00,2.00,1.50,1.56,2.00
386600.00,2001.00,2830.00,2.00,1.00,1.14,0.00
328050.00,1990.00,2530.00,4.00,3.00,0.57,0.00
436150.00,1991.00,3255.00,3.00,2.00,0.86,1.00
385700.00,2000.00,2489.00,4.00,3.00,0.49,1.00
499700.00,2001.00,3159.00,5.00,2.50,0.89,1.00
673750.00,2002.00,4027.00,5.00,3.00,0.98,3.00
445250.00,2001.00,2868.00,2.00,2.50,1.17,2.00
315850.00,1999.00,2202.00,5.00,2.00,0.37,0.00
700600.00,2001.00,4296.00,4.00,3.00,1.08,3.00
596750.00,2008.00,3526.00,6.00,2.00,1.19,1.00
401050.00,2001.00,2647.00,4.00,1.00,0.60,2.00
456850.00,2000.00,3112.00,3.00,3.00,0.67,0.00
486150.00,1984.00,3694.00,4.00,2.00,1.47,1.00
252800.00,2002.00,1815.00,3.00,1.50,0.87,0.00
355150.00,2008.00,2011.00,5.00,2.00,0.90,1.00
493400.00,2006.00,2911.00,4.00,1.50,0.95,3.00
397000.00,1975.00,3370.00,2.00,3.00,1.10,2.00
655100.00,1999.00,4126.00,3.00,3.00,1.08,3.00
513750.00,1983.00,4035.00,6.00,1.00,0.90,0.00
405300.00,1994.00,2822.00,2.00,3.00,0.80,2.00
306550.00,1976.00,2674.00,3.00,2.00,1.03,3.00
613000.00,1982.00,4402.00,6.00,2.00,1.18,2.00
448450.00,1991.00,3085.00,6.00,2.50,0.88,1.00
452900.00,1981.00,3422.00,3.00,3.00,0.64,3.00
526650.00,1979.00,3879.00,5.00,2.50,0.82,3.00
360000.00,1995.00,2522.00,6.00,1.00,0.78,1.00
402900.00,2000.00,2547.00,5.00,2.00,1.39,1.00
519100.00,2004.00,3352.00,4.00,2.00,1.42,0.00
379050.00,1981.00,3170.00,4.00,1.00,0.57,2.00
383650.00,1991.00,2900.00,3.00,1.00,0.91,2.00
416600.00,1989.00,3132.00,2.00,3.00,1.12,1.00
261450.00,1989.00,1961.00,3.00,2.00,0.82,3.00
241800.00,1977.00,2037.00,6.00,3.00,0.75,2.00
329750.00,1993.00,2399.00,3.00,2.50,1.16,1.00
680050.00,1994.00,4582.00,6.00,3.00,0.85,0.00
475550.00,1997.00,3096.00,4.00,1.50,0.91,3.00
382300.00,1999.00,2577.00,2.00,2.50,0.55,2.00
379450.00,1988.00,2648.00,3.00,3.00,1.15,3.00
270250.00,1991.00,1833.00,6.00,2.50,1.52,1.00
