575250.00,1987.00,3998.00,4.00,3.00,1.37,2.00
522400.00,2000.00,3486.00,3.00,1.50,0.80,2.00
514000.00,1988.00,3589.00,6.00,3.00,0.71,1.00
497500.00,1994.00,3485.00,3.00,1.50,1.15,2.00
353500.00,2003.00,2192.00,6.00,2.00,0.98,0.00
422800.00,1988.00,3072.00,6.00,2.00,0.80,1.00
430550.00,1994.00,2983.00,4.00,2.50,1.04,1.00
524200.00,1994.00,3478.00,6.00,2.50,1.00,1.00
454750.00,1991.00,2976.00,6.00,3.00,0.89,2.00
172300.00,1996.00,1455.00,2.00,2.00,1.27,0.00
606600.00,1992.00,4245.00,6.00,1.50,1.49,0.00
334700.00,1995.00,2366.00,5.00,2.50,0.82,0.00
270750.00,1986.00,1952.00,6.00,2.50,1.03,2.00
469200.00,1984.00,3445.00,4.00,3.00,0.83,2.00
345900.00,1994.00,2142.00,5.00,3.00,0.64,3.00
444050.00,1987.00,3422.00,3.00,1.00,1.05,2.00
276500.00,1979.00,2602.00,4.00,1.00,1.08,1.00
297500.00,1989.00,2405.00,2.00,2.50,0.95,1.00
666450.00,1998.00,4278.00,6.00,2.00,0.65,2.00
405900.00,2003.00,2564.00,5.00,1.50,0.92,1.00
664250.00,2015.00,3762.00,4.00,1.00,1.33,3.00
418500.00,1991.00,2976.00,2.00,3.00,1.14,2.00
574050.00,2015.00,3451.00,2.00,2.50,1.26,0.00
488200.00,1995.00,3094.00,4.00,3.00,0.94,3.00
433350.00,1988.00,3092.00,5.00,3.00,0.97,1.00
527600.00,1996.00,3406.00,6.00,2.50,1.28,1.00
455450.00,1996.00,3224.00,3.00,3.00,0.79,0.00
273500.00,1988.00,2341.00,4.00,1.00,0.49,1.00
608750.00,1993.00,4166.00,6.00,1.50,1.09,1.00
418750.00,1997.00,2617.00,6.00,1.00,1.08,3.00
573800.00,2002.00,3980.00,3.00,1.50,0.62,0.00
283650.00,1965.00,2916.00,3.00,2.00,0.75,3.00
332200.00,1999.00,2136.00,2.00,2.00,1.12,3.00
669900.00,2012.00,3881.00,5.00,1.00,0.85,3.00
339750.00,1993.00,2395.00,4.00,2.50,1.20,1.00
428550.00,1992.00,3077.00,3.00,2.00,0.80,2.00
527450.00,1998.00,3569.00,5.00,1.00,1.14,1.00
538550.00,1995.00,3362.00,5.00,3.00,0.95,3.00
418350.00,1986.00,2996.00,6.00,1.00,0.93,3.00
476850.00,1998.00,3077.00,6.00,3.00,1.02,0.00
394850.00,1984.00,2814.00,6.00,3.00,0.85,2.00
378450.00,2000.00,2765.00,2.00,1.50,1.08,0.00
384150.00,1987.00,2724.00,4.00,2.00,1.37,3.00
462000.00,1992.00,2962.00,6.00,3.00,1.18,2.00
446700.00,1973.00,3853.00,5.00,1.50,0.75,1.00
607150.00,1999.00,3779.00,5.00,2.50,0.52,3.00
475900.00,1999.00,3146.00,2.00,1.50,1.10,3.00
499050.00,1986.00,3762.00,6.00,1.50,1.15,0.00
421900.00,2000.00,2522.00,6.00,1.00,1.24,3.00
370350.00,2007.00,2035.00,6.00,1.50,0.84,2.00
614350.00,1988.00,4530.00,6.00,1.00,0.99,0.00
460250.00,2003.00,3048.00,4.00,1.00,0.87,1.00
624100.00,2006.00,3720.00,6.00,1.00,0.74,3.00
317350.00,2001.00,1917.00,4.00,3.00,1.32,1.00
653100.00,1983.00,4616.00,6.00,1.00,1.38,3.00
184750.00,1987.00,1777.00,2.00,1.00,0.88,2.00
662200.00,2003.00,4187.00,6.00,2.50,1.11,0.00
356850.00,1981.00,2781.00,4.00,3.00,0.98,2.00
443400.00,2006.00,2973.00,2.00,2.00,0.83,0.00
436400.00,1992.00,3203.00,5.00,1.50,1.23,0.00
560250.00,1989.00,3778.00,6.00,2.50,1.07,2.00
418250.00,1987.00,3042.00,6.00,1.00,1.13,2.00
683750.00,2005.00,4174.00,6.00,2.50,1.01,1.00
275400.00,1982.00,2435.00,5.00,1.00,1.01,1.00
310150.00,1989.00,2069.00,4.00,2.50,1.82,3.00
232250.00,1986.00,2116.00,5.00,1.50,0.49,0.00
610350.00,2008.00,3793.00,4.00,1.00,0.76,2.00
366350.00,1989.00,2755.00,5.00,1.50,1.04,1.00
454150.00,1990.00,3217.00,2.00,2.50,0.94,3.00
431350.00,1984.00,3128.00,5.00,2.00,0.81,3.00
294950.00,1995.00,1827.00,5.00,3.00,1.06,2.00
472800.00,1989.00,3369.00,3.00,2.00,0.83,3.00
603800.00,2010.00,3585.00,2.00,2.00,1.07,3.00
544000.00,2014.00,2824.00,5.00,2.00,1.36,3.00
456350.00,1988.00,3342.00,4.00,1.50,1.17,2.00
451350.00,1993.00,2952.00,4.00,2.50,1.07,3.00
605500.00,1991.00,3856.00,6.00,3.00,1.14,3.00
608200.00,2009.00,3661.00,6.00,2.00,1.27,0.00
679950.00,2011.00,3858.00,4.00,3.00,0.75,3.00
625000.00,2012.00,3518.00,6.00,1.50,1.32,2.00
700800.00,2003.00,4474.00,2.00,3.00,0.98,2.00
481150.00,1988.00,3502.00,3.00,3.00,1.39,1.00
241650.00,2000.00,1538.00,2.00,2.50,1.23,2.00
184600.00,1968.00,2358.00,4.00,2.00,1.06,0.00
515200.00,1991.00,3460.00,6.00,3.00,1.08,1.00
368150.00,1988.00,2634.00,4.00,3.00,0.87,2.00
307400.00,1987.00,2559.00,3.00,1.00,1.57,1.00
611150.00,1981.00,4636.00,3.00,3.00,1.05,1.00
450250.00,2017.00,2476.00,5.00,1.50,1.09,0.00
394200.00,1995.00,2371.00,6.00,2.50,1.07,3.00
457200.00,1980.00,3555.00,3.00,1.50,1.43,3.00
419850.00,1998.00,2416.00,6.00,3.00,0.83,3.00
265550.00,1999.00,1825.00,6.00,1.00,0.12,1.00
530900.00,1996.00,3573.00,3.00,2.00,0.33,3.00
457650.00,2007.00,2966.00,3.00,2.00,0.85,0.00
679150.00,2003.00,4541.00,3.00,2.50,0.70,0.00
530150.00,1991.00,4012.00,4.00,1.00,0.89,0.00
493600.00,1992.00,3541.00,4.00,2.00,0.83,1.00
367950.00,1996.00,2658.00,4.00,2.00,0.95,0.00
379250.00,1989.00,2846.00,2.00,1.50,0.99,3.00
432400.00,1999.00,2858.00,5.00,1.50,1.08,1.00
543950.00,2005.00,3176.00,6.00,2.00,1.17,2.00
110250.00,1984.00,1146.00,4.00,2.00,0.89,2.00
335300.00,1992.00,2411.00,2.00,3.00,0.91,2.00
641250.00,1997.00,4458.00,2.00,3.00,1.17,0.00
222350.00,1989.00,1764.00,5.00,2.00,0.85,1.00
413850.00,2015.00,2360.00,5.00,1.00,0.99,0.00
640400.00,2002.00,3897.00,6.00,2.00,1.39,2.00
324800.00,1992.00,2422.00,5.00,1.00,1.10,1.00
429550.00,1984.00,3561.00,2.00,2.00,1.36,0.00
413800.00,1993.00,2601.00,5.00,3.00,0.91,3.00
464700.00,1999.00,3094.00,4.00,2.00,1.04,1.00
445900.00,1984.00,3758.00,2.00,1.50,0.98,0.00
373450.00,1993.00,2322.00,5.00,3.00,1.01,3.00
482100.00,1995.00,3477.00,3.00,1.00,1.37,1.00
523650.00,1992.00,3510.00,3.00,2.50,1.31,3.00
292500.00,1972.00,2986.00,4.00,1.50,1.14,0.00
418800.00,1997.00,2926.00,2.00,3.00,0.66,1.00
335300.00,1982.00,2697.00,4.00,2.00,1.05,2.00
282400.00,1995.00,1700.00,4.00,3.00,1.16,3.00
302550.00,1992.00,2092.00,6.00,2.00,1.25,1.00
393400.00,1996.00,2793.00,2.00,1.50,1.13,2.00
530200.00,1993.00,3543.00,5.00,2.50,0.75,2.00
343450.00,2002.00,2018.00,5.00,1.50,0.55,3.00
363800.00,1988.00,2770.00,4.00,2.00,0.22,2.00
339000.00,1994.00,2279.00,5.00,1.50,1.31,2.00
502250.00,2004.00,3251.00,2.00,3.00,1.64,0.00
277250.00,1986.00,2506.00,2.00,2.00,1.09,0.00
209150.00,1987.00,1872.00,3.00,1.00,0.89,2.00
517850.00,2010.00,3119.00,5.00,1.50,1.50,0.00
220250.00,1984.00,1796.00,6.00,2.00,0.39,2.00
574900.00,2007.00,3382.00,4.00,2.50,1.34,2.00
420550.00,1997.00,2556.00,6.00,3.00,0.81,2.00
229200.00,1997.00,1763.00,2.00,2.50,1.15,0.00
542850.00,2004.00,3615.00,3.00,2.50,0.54,0.00
468650.00,1991.00,3466.00,4.00,2.00,1.25,0.00
507400.00,2000.00,3302.00,3.00,3.00,1.14,1.00
461300.00,1996.00,3161.00,3.00,3.00,0.81,1.00
359500.00,2003.00,2051.00,3.00,3.00,0.79,3.00
300150.00,1986.00,2261.00,6.00,2.50,0.90,1.00
222700.00,1973.00,2067.00,6.00,2.50,1.01,2.00
433950.00,2005.00,2679.00,4.00,1.50,1.64,1.00
209150.00,1995.00,1717.00,2.00,1.50,0.94,1.00
369150.00,1997.00,2672.00,2.00,2.00,0.89,1.00
348100.00,1989.00,2496.00,4.00,3.00,1.58,1.00
337900.00,1982.00,2574.00,6.00,2.00,1.12,2.00
495000.00,2000.00,3095.00,5.00,1.00,1.05,3.00
336850.00,1989.00,2453.00,4.00,1.00,1.26,3.00
542150.00,1989.00,3685.00,5.00,2.00,0.96,3.00
565700.00,2016.00,3093.00,2.00,2.50,0.95,3.00
589550.00,2009.00,3467.00,4.00,1.00,1.30,3.00
306800.00,1981.00,2547.00,3.00,1.50,1.15,3.00
356050.00,1972.00,3377.00,2.00,1.50,0.80,2.00
501250.00,1997.00,3505.00,3.00,1.50,1.20,1.00
499100.00,1996.00,3334.00,3.00,2.50,1.10,2.00
468500.00,1998.00,3442.00,2.00,1.50,0.98,0.00
612650.00,2004.00,3913.00,5.00,2.50,0.88,0.00
577650.00,2006.00,3642.00,2.00,3.00,1.09,1.00
221200.00,1976.00,2360.00,6.00,1.00,0.48,0.00
484550.00,1983.00,3626.00,5.00,3.00,0.71,1.00
558100.00,1997.00,3868.00,3.00,2.50,1.36,0.00
560600.00,1992.00,3942.00,5.00,2.50,1.12,0.00
600400.00,2009.00,3498.00,6.00,1.50,0.88,2.00
359500.00,2003.00,2220.00,3.00,2.50,0.60,2.00
319800.00,1998.00,2063.00,6.00,1.00,0.69,2.00
398200.00,1995.00,2565.00,4.00,3.00,1.23,2.00
508250.00,2002.00,2950.00,6.00,3.00,1.05,2.00
465600.00,2004.00,3097.00,3.00,1.00,1.07,1.00
461100.00,1994.00,3294.00,2.00,1.00,0.80,3.00
474700.00,2002.00,3196.00,2.00,1.50,1.52,1.00
333850.00,2003.00,1944.00,3.00,2.00,1.15,3.00
430050.00,1989.00,3339.00,3.00,2.50,0.78,0.00
508350.00,1971.00,4320.00,6.00,1.50,1.19,0.00
448050.00,1989.00,3171.00,3.00,2.00,1.16,3.00
408500.00,1993.00,2823.00,6.00,1.50,1.17,1.00
408600.00,1988.00,3027.00,2.00,3.00,0.97,2.00
494850.00,1996.00,3193.00,4.00,3.00,1.06,2.00
410700.00,1980.00,3384.00,3.00,1.50,1.04,2.00
572450.00,1999.00,3772.00,3.00,1.00,1.11,3.00
438750.00,1988.00,3369.00,2.00,2.00,0.56,2.00
515000.00,1997.00,3482.00,4.00,2.50,0.68,1.00
257000.00,2002.00,1542.00,3.00,1.50,0.88,3.00
663700.00,1987.00,4465.00,5.00,3.00,0.93,3.00
333100.00,1973.00,3211.00,3.00,2.50,0.93,0.00
442750.00,2003.00,2612.00,6.00,1.00,0.73,3.00
538850.00,1994.00,3581.00,4.00,1.50,1.28,3.00
372350.00,1989.00,2441.00,5.00,3.00,1.08,3.00
445700.00,1977.00,3350.00,5.00,3.00,0.88,3.00
535550.00,1997.00,3832.00,4.00,1.00,1.05,0.00
533200.00,1995.00,3543.00,4.00,1.50,0.95,3.00
388350.00,1986.00,2964.00,6.00,2.50,0.75,0.00
324700.00,2007.00,2049.00,4.00,1.00,0.49,1.00
332650.00,2000.00,1879.00,6.00,3.00,0.72,2.00
495750.00,1987.00,3623.00,4.00,3.00,0.82,1.00
440050.00,1991.00,3037.00,3.00,2.00,1.30,3.00
481100.00,2011.00,2829.00,6.00,1.50,0.95,0.00
526600.00,1991.00,3668.00,6.00,2.50,1.26,0.00
569200.00,2008.00,3505.00,5.00,2.50,0.73,0.00
344000.00,1980.00,3257.00,2.00,1.00,1.03,0.00
565300.00,1999.00,3981.00,2.00,2.00,1.21,0.00
629500.00,2004.00,4013.00,4.00,3.00,1.17,0.00
530900.00,2008.00,2994.00,6.00,3.00,1.12,1.00
382050.00,1983.00,2916.00,3.00,2.50,0.81,3.00
466750.00,1988.00,3541.00,3.00,3.00,1.04,0.00
434550.00,1992.00,3257.00,3.00,2.50,0.90,0.00
385050.00,2001.00,2352.00,3.00,2.00,1.15,3.00
478600.00,1987.00,3460.00,5.00,1.00,0.64,3.00
494200.00,1994.00,3402.00,3.00,2.50,0.76,2.00
463400.00,2001.00,3151.00,5.00,1.50,0.55,0.00
