288050.00,1989.00,2262.00,2.00,1.50,0.75,3.00
455550.00,1993.00,2922.00,4.00,3.00,1.15,3.00
505200.00,1986.00,3636.00,6.00,3.00,1.32,0.00
676950.00,1995.00,4499.00,6.00,2.50,0.64,1.00
605400.00,1991.00,3945.00,5.00,3.00,0.91,3.00
471750.00,1991.00,3508.00,2.00,2.00,1.37,1.00
407600.00,1992.00,2692.00,5.00,3.00,0.92,2.00
421950.00,1979.00,3479.00,5.00,1.50,0.84,1.00
566800.00,2002.00,3797.00,2.00,2.00,1.15,1.00
418100.00,1989.00,2752.00,5.00,3.00,1.02,3.00
514050.00,2006.00,3078.00,2.00,2.50,0.99,3.00
354850.00,1998.00,2286.00,4.00,1.00,1.13,3.00
520100.00,1990.00,3875.00,6.00,1.00,0.59,0.00
373150.00,1994.00,2652.00,6.00,1.50,1.19,0.00
465650.00,2001.00,2969.00,5.00,1.50,0.52,2.00
547150.00,1996.00,3731.00,5.00,1.50,1.00,1.00
538100.00,1986.00,4059.00,2.00,3.00,0.95,1.00
591100.00,1996.00,4119.00,2.00,2.00,1.55,1.00
269500.00,1987.00,2030.00,5.00,1.00,1.00,3.00
400150.00,1991.00,2677.00,6.00,2.00,1.24,2.00
402800.00,1996.00,2597.00,6.00,2.50,1.05,1.00
352250.00,2005.00,2355.00,3.00,2.00,0.60,0.00
388550.00,2004.00,2565.00,5.00,1.00,0.92,0.00
522550.00,1993.00,3656.00,5.00,1.50,1.11,1.00
495550.00,2007.00,3034.00,4.00,2.00,1.03,1.00
359000.00,1991.00,2585.00,4.00,1.50,1.25,2.00
705300.00,1996.00,4874.00,4.00,1.00,1.28,1.00
322000.00,1977.00,2881.00,4.00,1.00,0.99,2.00
828450.00,2019.00,4776.00,6.00,2.50,0.97,0.00
452350.00,1975.00,3567.00,5.00,2.50,1.32,2.00
609050.00,2002.00,3858.00,3.00,1.50,1.19,3.00
573900.00,2013.00,3288.00,3.00,2.50,0.88,2.00
632750.00,2014.00,3761.00,6.00,1.50,0.74,0.00
436150.00,1988.00,3378.00,6.00,1.00,0.63,0.00
217000.00,1995.00,1679.00,4.00,1.00,1.01,1.00
565450.00,2000.00,3610.00,6.00,2.00,0.93,1.00
218600.00,2003.00,1258.00,4.00,1.50,1.16,2.00
365100.00,2010.00,1884.00,6.00,2.00,1.50,1.00
481550.00,1986.00,3547.00,2.00,2.00,1.30,3.00
418650.00,1998.00,3003.00,3.00,2.00,0.88,0.00
504450.00,1985.00,3633.00,2.00,3.00,1.30,3.00
549150.00,2000.00,3820.00,2.00,1.50,0.91,1.00
456750.00,1973.00,3727.00,2.00,3.00,1.18,3.00
517750.00,2015.00,2831.00,3.00,2.50,1.04,2.00
368900.00,1977.00,3222.00,2.00,3.00,1.04,1.00
686750.00,2003.00,4348.00,4.00,1.00,0.97,3.00
316800.00,1985.00,2596.00,5.00,1.00,1.16,1.00
557850.00,1993.00,3566.00,4.00,3.00,1.53,3.00
322800.00,1983.00,2394.00,6.00,1.50,1.08,3.00
280700.00,2007.00,1600.00,2.00,2.50,0.88,2.00
489250.00,2005.00,2992.00,2.00,3.00,1.03,2.00
199300.00,1988.00,1878.00,3.00,1.00,0.84,1.00
490600.00,2000.00,2949.00,6.00,2.00,1.55,2.00
665700.00,2015.00,3766.00,5.00,3.00,1.72,0.00
415950.00,2004.00,2463.00,6.00,1.00,1.10,2.00
742400.00,2010.00,4297.00,5.00,2.00,1.19,3.00
244950.00,1990.00,1977.00,4.00,2.50,1.06,0.00
650750.00,1997.00,4440.00,4.00,2.00,0.65,1.00
505300.00,1994.00,3589.00,3.00,3.00,1.13,0.00
474700.00,1984.00,3281.00,5.00,2.50,1.67,3.00
437100.00,1995.00,2902.00,6.00,2.00,1.12,1.00
718800.00,2006.00,4594.00,5.00,1.00,0.98,1.00
375750.00,2001.00,2083.00,6.00,2.50,0.72,3.00
428300.00,1996.00,2947.00,6.00,1.50,1.25,0.00
691200.00,2016.00,3989.00,6.00,2.00,1.19,0.00
339950.00,2001.00,2127.00,5.00,2.00,1.06,1.00
403950.00,2003.00,2627.00,2.00,1.50,1.16,2.00
333400.00,1994.00,2359.00,3.00,1.00,0.97,3.00
477000.00,1994.00,3378.00,2.00,1.50,0.52,3.00
448950.00,1983.00,3275.00,6.00,1.00,1.18,3.00
429450.00,1999.00,2748.00,4.00,3.00,1.15,1.00
374350.00,1992.00,2700.00,4.00,3.00,1.29,0.00
252400.00,1988.00,2218.00,3.00,1.00,0.98,1.00
512200.00,1994.00,3569.00,6.00,1.00,0.79,1.00
635450.00,2006.00,3982.00,4.00,2.50,0.71,1.00
516000.00,1996.00,3585.00,4.00,1.00,0.55,2.00
306150.00,1994.00,2007.00,5.00,3.00,1.34,1.00
566850.00,1997.00,3961.00,5.00,1.00,1.18,0.00
421350.00,1988.00,3145.00,5.00,2.50,1.14,0.00
365750.00,1992.00,2559.00,5.00,1.50,0.96,2.00
394300.00,1978.00,3401.00,2.00,3.00,0.61,1.00
351550.00,2006.00,1702.00,6.00,2.50,1.25,3.00
293700.00,1976.00,2783.00,2.00,2.00,0.75,2.00
352700.00,1981.00,2591.00,6.00,3.00,1.27,2.00
511200.00,1995.00,3396.00,6.00,2.00,1.12,1.00
501200.00,2014.00,2738.00,6.00,1.50,1.20,1.00
452400.00,1992.00,3326.00,3.00,2.00,0.90,1.00
288950.00,1990.00,2025.00,3.00,3.00,0.68,3.00
752200.00,1995.00,5150.00,4.00,3.00,0.98,0.00
583000.00,1988.00,4228.00,3.00,1.00,0.92,3.00
648300.00,2011.00,3969.00,4.00,1.50,1.03,1.00
197300.00,1992.00,1815.00,2.00,1.00,0.67,1.00
405000.00,1994.00,2713.00,5.00,3.00,0.87,1.00
77900.00,1983.00,1018.00,5.00,2.50,1.18,0.00
376550.00,1985.00,2881.00,4.00,1.00,0.96,3.00
516600.00,2006.00,3010.00,5.00,2.50,0.84,2.00
673650.00,1997.00,4352.00,5.00,1.50,0.89,3.00
395200.00,1975.00,3456.00,2.00,1.00,1.12,3.00
556900.00,1985.00,4105.00,3.00,1.50,0.91,3.00
379100.00,1995.00,2528.00,5.00,2.00,0.66,2.00
146050.00,1984.00,1539.00,2.00,2.50,1.18,1.00
396650.00,2009.00,2214.00,4.00,3.00,0.97,1.00
558650.00,1997.00,3504.00,4.00,3.00,0.87,3.00
345350.00,1989.00,2838.00,2.00,1.00,1.31,1.00
400550.00,1991.00,2972.00,4.00,2.00,0.65,1.00
267300.00,1985.00,2273.00,2.00,3.00,1.09,1.00
541950.00,2003.00,3531.00,2.00,3.00,0.82,1.00
364200.00,1977.00,3050.00,3.00,2.00,0.78,3.00
251100.00,1995.00,1889.00,6.00,1.00,0.85,0.00
453650.00,1984.00,3402.00,3.00,1.50,1.39,3.00
649200.00,1994.00,4659.00,2.00,3.00,0.69,0.00
496750.00,2003.00,2982.00,6.00,1.50,1.13,2.00
458550.00,1987.00,3289.00,4.00,2.50,1.18,2.00
459700.00,1993.00,2937.00,5.00,2.50,1.11,3.00
386800.00,1993.00,2965.00,2.00,1.00,0.47,2.00
318950.00,1989.00,2281.00,5.00,2.00,1.12,2.00
274900.00,1971.00,2936.00,4.00,1.50,0.80,0.00
275250.00,1992.00,1945.00,6.00,3.00,0.90,0.00
462200.00,1985.00,3466.00,4.00,2.50,1.32,1.00
292750.00,1991.00,2007.00,6.00,1.50,1.28,2.00
516550.00,1982.00,3785.00,6.00,1.50,1.42,2.00
365600.00,1998.00,2236.00,5.00,3.00,0.68,2.00
658400.00,1988.00,4615.00,4.00,1.50,0.91,3.00
468900.00,1994.00,3213.00,5.00,1.00,1.13,2.00
329800.00,1984.00,2872.00,2.00,2.50,1.10,0.00
45250.00,1979.00,1248.00,3.00,1.00,0.87,0.00
366650.00,2005.00,2068.00,3.00,2.00,1.43,3.00
331050.00,2001.00,1906.00,3.00,2.50,1.51,3.00
537650.00,2014.00,3166.00,3.00,1.50,1.35,1.00
605350.00,2008.00,3764.00,5.00,1.00,1.05,1.00
556550.00,2011.00,3207.00,6.00,1.50,1.20,1.00
707100.00,2013.00,4421.00,3.00,1.00,0.93,1.00
215750.00,1983.00,1977.00,2.00,2.00,1.28,2.00
538000.00,1998.00,3489.00,4.00,1.50,0.81,3.00
563850.00,1990.00,3780.00,4.00,3.00,0.79,3.00
518650.00,1990.00,4032.00,2.00,1.50,1.09,0.00
280550.00,1998.00,1851.00,2.00,2.50,1.36,2.00
343600.00,1995.00,2435.00,4.00,1.00,0.89,2.00
575700.00,1979.00,4622.00,2.00,3.00,1.16,0.00
613300.00,2015.00,3527.00,3.00,2.00,0.95,2.00
363050.00,1999.00,2487.00,3.00,2.00,1.00,1.00
320250.00,2000.00,2355.00,2.00,2.00,0.80,0.00
379650.00,2004.00,2574.00,3.00,1.50,1.07,0.00
421300.00,1990.00,3137.00,5.00,2.00,1.05,0.00
595850.00,1990.00,4126.00,6.00,1.50,0.63,2.00
586400.00,2005.00,3485.00,6.00,1.00,0.91,3.00
387100.00,1993.00,2833.00,2.00,2.00,0.81,2.00
322150.00,2002.00,2192.00,2.00,2.50,1.39,0.00
512250.00,1998.00,3478.00,3.00,3.00,1.37,0.00
149500.00,1984.00,1614.00,2.00,2.00,1.16,1.00
357600.00,1973.00,3483.00,2.00,1.00,1.01,1.00
453900.00,1994.00,3232.00,2.00,3.00,0.94,1.00
515550.00,1988.00,3910.00,2.00,2.50,0.77,1.00
348300.00,1979.00,2979.00,2.00,2.50,0.93,2.00
166050.00,1970.00,1931.00,5.00,2.50,1.26,1.00
527100.00,1998.00,3497.00,6.00,1.00,1.17,1.00
114350.00,1983.00,1170.00,5.00,2.50,1.09,1.00
492000.00,1997.00,3212.00,5.00,1.00,0.68,3.00
414050.00,1984.00,2865.00,6.00,2.50,1.12,3.00
293750.00,1998.00,1956.00,2.00,2.50,1.19,2.00
339750.00,1989.00,2578.00,3.00,1.00,0.87,3.00
476450.00,2018.00,2319.00,4.00,3.00,1.24,2.00
683250.00,2000.00,4144.00,5.00,3.00,1.11,3.00
